"Gene Name","Protein IDs","H_vs_L_log2 fold change","H_vs_L_p.val","H_vs_L_p.adj","significant","H_vs_L_significant","imputed","num_NAs","Protein.names"
"flk","P15286",2.15,0.328,0.383,FALSE,FALSE,TRUE,3,"Flagellar regulator flk"
"FLNA","P21333-2",-0.412,0.0136,0.029,FALSE,FALSE,FALSE,0,"Filamin-A"
"FLNB","O75369-8",-0.549,0.00386,0.0116,FALSE,FALSE,FALSE,0,"Filamin-B"
"FLYWCH1","Q4VC44-2",-0.249,0.353,0.409,FALSE,FALSE,FALSE,0,"FLYWCH-type zinc finger-containing protein 1"
"FLYWCH2","Q96CP2",-0.805,0.0289,0.0517,FALSE,FALSE,FALSE,0,"FLYWCH family member 2"
"FMR1","A8MQB8",0.499,0.0299,0.0531,FALSE,FALSE,TRUE,2,"Fragile X mental retardation protein 1"
"FNBP4","Q8N3X1",-0.79,0.00139,0.0059,FALSE,FALSE,FALSE,0,"Formin-binding protein 4"
"FNDC3A","G5E9X3",0.202,0.589,0.638,FALSE,FALSE,FALSE,0,"Fibronectin type-III domain-containing protein 3A"
"FNDC3B","Q53EP0-2",-0.541,0.212,0.264,FALSE,FALSE,TRUE,1,"Fibronectin type III domain-containing protein 3B"
"fnr","P0A9E5",0.276,0.794,0.826,FALSE,FALSE,TRUE,1,"Fumarate and nitrate reduction regulatory protein"
"FNTA","E9PQP6",-0.19,0.638,0.682,FALSE,FALSE,FALSE,0,"Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha"
"FOCAD","Q5VW36",-0.702,0.0156,0.0322,FALSE,FALSE,FALSE,0,"Focadhesin"
"folM","P0AFS3",0.557,0.179,0.229,FALSE,FALSE,FALSE,0,"Dihydrofolate reductase folM"
"FOXK1","P85037",-0.167,0.332,0.388,FALSE,FALSE,FALSE,0,"Forkhead box protein K1"
"FOXK2","F5H5V5",-0.438,0.0223,0.0423,FALSE,FALSE,FALSE,0,"Forkhead box protein K2"
"FOXM1","H0YG99",0.323,0.195,0.246,FALSE,FALSE,TRUE,3,"Forkhead box protein M1"
"FOXP1","Q9H334-2",-0.185,0.157,0.206,FALSE,FALSE,FALSE,0,"Forkhead box protein P1"
"FOXRED1","Q96CU9-3",-1.2,0.319,0.375,FALSE,FALSE,TRUE,3,"FAD-dependent oxidoreductase domain-containing protein 1"
"FPGS","Q05932-3",-0.0604,0.928,0.94,FALSE,FALSE,TRUE,2,"Folylpolyglutamate synthase, mitochondrial"
"frdA","P00363",0.975,0.000514,0.00318,FALSE,FALSE,FALSE,0,"Fumarate reductase flavoprotein subunit"
"frdB","P0AC47",0.995,0.0192,0.0377,FALSE,FALSE,FALSE,0,"Fumarate reductase iron-sulfur subunit"
"frdD","P0A8Q3",0.485,0.432,0.488,FALSE,FALSE,TRUE,1,"Fumarate reductase subunit D"
"FRG1","E9PRR7",-0.614,0.104,0.145,FALSE,FALSE,FALSE,0,"Protein FRG1"
"frmA","P25437",0.537,0.00489,0.0138,FALSE,FALSE,FALSE,0,"S-(hydroxymethyl)glutathione dehydrogenase"
"FRYL","O94915",-0.729,0.017,0.0343,FALSE,FALSE,FALSE,0,"Protein furry homolog-like"
"fsaA","P78055",0.745,0.0415,0.0686,FALSE,FALSE,FALSE,0,"Fructose-6-phosphate aldolase 1"
"FSCN1","Q16658",-0.731,0.00102,0.00485,FALSE,FALSE,FALSE,0,"Fascin"
"FSIP2","Q5CZC0",2.69,0.119,0.162,FALSE,FALSE,TRUE,4,"Fibrous sheath-interacting protein 2"
"FTH1","P02794",-0.427,0.0538,0.0843,FALSE,FALSE,FALSE,0,"Ferritin heavy chain;Ferritin"
"FTL","P02792",-0.447,0.1,0.141,FALSE,FALSE,FALSE,0,"Ferritin light chain;Ferritin"
"FTO","Q9C0B1",0.00706,0.979,0.983,FALSE,FALSE,FALSE,0,"Alpha-ketoglutarate-dependent dioxygenase FTO"
"ftsA","P0ABH0",0.734,0.0109,0.0247,FALSE,FALSE,FALSE,0,"Cell division protein FtsA"
"FTSJ3","Q8IY81",-0.762,0.253,0.308,FALSE,FALSE,FALSE,0,"Putative rRNA methyltransferase 3"
"FTSJD2","Q8N1G2",-0.463,0.0413,0.0683,FALSE,FALSE,FALSE,0,"Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1"
"ftsN","P29131",1.22,0.0745,0.11,FALSE,FALSE,TRUE,2,"Cell division protein FtsN"
"FUBP1","B4E0X8",-0.659,0.00186,0.00715,FALSE,FALSE,FALSE,0,""
"FUBP3","Q96I24",-0.488,0.00758,0.0189,FALSE,FALSE,FALSE,0,"Far upstream element-binding protein 3"
"fucI","P69922",0.123,0.888,0.906,FALSE,FALSE,TRUE,1,"L-fucose isomerase"
"FUK","Q8N0W3",0.738,0.124,0.168,FALSE,FALSE,TRUE,1,"L-fucose kinase"
"fumB","P14407",0.68,0.0547,0.0854,FALSE,FALSE,FALSE,0,"Fumarate hydratase class I, anaerobic"
"FUS","B4DR70",-0.344,0.044,0.0718,FALSE,FALSE,FALSE,0,"RNA-binding protein FUS"
"FXR1","E7EU85",-0.805,0.00105,0.00496,FALSE,FALSE,FALSE,0,"Fragile X mental retardation syndrome-related protein 1"
"FXR2","P51116",-0.91,0.166,0.215,FALSE,FALSE,TRUE,1,"Fragile X mental retardation syndrome-related protein 2"
"G3BP1","Q13283",-0.571,0.0055,0.0151,FALSE,FALSE,FALSE,0,"Ras GTPase-activating protein-binding protein 1"
"G3BP2","Q9UN86-2",0.307,0.198,0.25,FALSE,FALSE,FALSE,0,"Ras GTPase-activating protein-binding protein 2"
"G6PD","P11413",-0.465,0.02,0.0391,FALSE,FALSE,FALSE,0,"Glucose-6-phosphate 1-dehydrogenase"
"GAA","P10253",-0.338,0.198,0.249,FALSE,FALSE,FALSE,0,"Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase"
"GABPA","Q06546",-1.02,0.451,0.505,FALSE,FALSE,TRUE,3,"GA-binding protein alpha chain"
"gadB","P69910",0.773,0.000667,0.00375,FALSE,FALSE,FALSE,0,"Glutamate decarboxylase beta"
"GAK","E9PGR2",-0.362,0.299,0.355,FALSE,FALSE,FALSE,0,"Cyclin-G-associated kinase"
"GALE","Q5QPP3",0.205,0.607,0.654,FALSE,FALSE,FALSE,0,"UDP-glucose 4-epimerase"
"GALK2","B7ZAX5",-0.66,0.0165,0.0336,FALSE,FALSE,FALSE,0,"N-acetylgalactosamine kinase"
"GALM","Q96C23",-0.851,0.000873,0.0044,FALSE,FALSE,FALSE,0,"Aldose 1-epimerase"
"GALNT2","G3V1S6",-0.726,0.00272,0.00927,FALSE,FALSE,FALSE,0,"Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form"
"GAN","Q9H2C0",-0.802,0.475,0.529,FALSE,FALSE,TRUE,3,"Gigaxonin"
"GANAB","Q14697-2",-0.286,0.0338,0.0583,FALSE,FALSE,FALSE,0,""
"GAPDH.1","P04406",-0.605,0.00331,0.0105,FALSE,FALSE,FALSE,0,"Glyceraldehyde-3-phosphate dehydrogenase"
"GAPVD1","Q14C86-4",-0.478,0.0185,0.0368,FALSE,FALSE,FALSE,0,"GTPase-activating protein and VPS9 domain-containing protein 1"
"GARS","P41250",-0.182,0.123,0.166,FALSE,FALSE,FALSE,0,"Glycine--tRNA ligase"
"GART","P22102",-0.651,0.00134,0.00578,FALSE,FALSE,FALSE,0,"Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase"
"GATAD1","Q8WUU5",-0.297,0.27,0.326,FALSE,FALSE,FALSE,0,"GATA zinc finger domain-containing protein 1"
"GATAD2A","Q86YP4-2",-0.378,0.0196,0.0384,FALSE,FALSE,FALSE,0,"Transcriptional repressor p66-alpha"
"GATAD2B","Q8WXI9",-0.373,0.0488,0.078,FALSE,FALSE,FALSE,0,"Transcriptional repressor p66-beta"
"gatC","P69831",-0.424,0.264,0.32,FALSE,FALSE,TRUE,3,"Galactitol permease IIC component"
"GBA","F5GYD8",1.44,0.0443,0.0722,FALSE,FALSE,FALSE,0,"Glucosylceramidase"
"GBAS","O75323",-0.751,0.0102,0.0235,FALSE,FALSE,FALSE,0,"Protein NipSnap homolog 2"
"GBE1","Q04446",-0.773,0.0129,0.0279,FALSE,FALSE,FALSE,0,"1,4-alpha-glucan-branching enzyme"
"GBF1","Q92538",-0.56,0.01,0.0232,FALSE,FALSE,FALSE,0,"Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1"
"GCAT","O75600",0.194,0.378,0.434,FALSE,FALSE,FALSE,0,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
"gcd","P15877",0.981,0.00441,0.0128,FALSE,FALSE,FALSE,0,"Quinoprotein glucose dehydrogenase"
"GCDH","Q92947",-0.457,0.0593,0.0913,FALSE,FALSE,FALSE,0,"Glutaryl-CoA dehydrogenase, mitochondrial"
"GCFC1","Q9Y5B6",-0.223,0.136,0.181,FALSE,FALSE,FALSE,0,"GC-rich sequence DNA-binding factor 1"
"GCHFR","B7ZLM8",-0.0965,0.779,0.811,FALSE,FALSE,FALSE,0,"GTP cyclohydrolase 1 feedback regulatory protein"
"GCLC","P48506",-0.778,0.00112,0.00513,FALSE,FALSE,FALSE,0,"Glutamate--cysteine ligase catalytic subunit"
"GCLM","P48507",-0.722,0.000633,0.00361,FALSE,FALSE,FALSE,0,"Glutamate--cysteine ligase regulatory subunit"
"GCN1L1","Q92616",-0.572,0.00203,0.00758,FALSE,FALSE,FALSE,0,"Translational activator GCN1"
"GCSH","P23434",-3.04,0.0682,0.102,FALSE,FALSE,TRUE,1,"Glycine cleavage system H protein, mitochondrial"
"GDA","Q9Y2T3",-0.357,0.0276,0.0499,FALSE,FALSE,FALSE,0,"Guanine deaminase"
"GDAP2","Q9NXN4-2",0.0295,0.931,0.943,FALSE,FALSE,FALSE,0,"Ganglioside-induced differentiation-associated protein 2"
"GDI2","P50395",-0.548,0.00283,0.00954,FALSE,FALSE,FALSE,0,"Rab GDP dissociation inhibitor beta"
"GEMIN4","I3L2C7",-0.779,0.00083,0.00429,FALSE,FALSE,FALSE,0,"Gem-associated protein 4"
"GEMIN5","Q8TEQ6",-0.553,0.00253,0.00882,FALSE,FALSE,FALSE,0,"Gem-associated protein 5"
"GEMIN6","Q8WXD5",-0.428,0.25,0.305,FALSE,FALSE,FALSE,0,"Gem-associated protein 6"
"GET4","Q7L5D6",-0.194,0.453,0.507,FALSE,FALSE,FALSE,0,"Golgi to ER traffic protein 4 homolog"
"GFM1","Q96RP9",-0.507,0.0255,0.0469,FALSE,FALSE,FALSE,0,"Elongation factor G, mitochondrial"
"GFM2","Q969S9-5",-1.41,0.0306,0.0541,FALSE,FALSE,TRUE,1,"Ribosome-releasing factor 2, mitochondrial"
"GFPT1","Q06210-2",-0.524,0.00796,0.0196,FALSE,FALSE,FALSE,0,"Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1"
"GGA1","Q9UJY5-4",-0.139,0.541,0.592,FALSE,FALSE,FALSE,0,"ADP-ribosylation factor-binding protein GGA1"
"GGCT","O75223",-0.747,0.0466,0.0751,FALSE,FALSE,FALSE,0,"Gamma-glutamylcyclotransferase"
"GGCX","E9PEE1",-0.697,0.0199,0.039,FALSE,FALSE,FALSE,0,"Vitamin K-dependent gamma-carboxylase"
"GGH","Q92820",-0.293,0.551,0.601,FALSE,FALSE,FALSE,0,"Gamma-glutamyl hydrolase"
"GINS2","Q9Y248",-1.06,0.113,0.156,FALSE,FALSE,FALSE,0,"DNA replication complex GINS protein PSF2"
"GINS3","Q9BRX5",-0.755,0.05,0.0794,FALSE,FALSE,FALSE,0,"DNA replication complex GINS protein PSF3"
"GINS4","Q9BRT9",-0.806,0.00314,0.0102,FALSE,FALSE,FALSE,0,"DNA replication complex GINS protein SLD5"
"GIPC1","O14908",-0.144,0.678,0.72,FALSE,FALSE,FALSE,0,"PDZ domain-containing protein GIPC1"
"GLA","P06280",-0.789,0.00146,0.00608,FALSE,FALSE,FALSE,0,"Alpha-galactosidase A"
"GLB1","P16278-3",-0.432,0.0517,0.0816,FALSE,FALSE,FALSE,0,"Beta-galactosidase"
"glcG","P0AEQ1",2.96,0.129,0.173,FALSE,FALSE,TRUE,1,"Protein glcG"
"GLE1","B3KMG0",-0.326,0.0754,0.111,FALSE,FALSE,FALSE,0,"Nucleoporin GLE1"
"GLG1","H3BM42",-0.887,0.194,0.246,FALSE,FALSE,TRUE,3,"Golgi apparatus protein 1"
"glgA","P0A6U8",0.802,0.000632,0.00361,FALSE,FALSE,FALSE,0,"Glycogen synthase"
"GLMN","Q92990",-0.236,0.242,0.297,FALSE,FALSE,FALSE,0,"Glomulin"
"glnL","P0AFB5",0.832,0.0141,0.0298,FALSE,FALSE,TRUE,3,"Nitrogen regulation protein NR(II)"
"GLO1","Q04760-2",-0.653,0.00129,0.00563,FALSE,FALSE,FALSE,0,"Lactoylglutathione lyase"
"GLOD4","Q9HC38-2",-0.549,0.00411,0.0122,FALSE,FALSE,FALSE,0,"Glyoxalase domain-containing protein 4"
"glpQ","P09394",0.806,0.000862,0.00437,FALSE,FALSE,FALSE,0,"Glycerophosphoryl diester phosphodiesterase"
"GLRX2","Q9NS18",-0.398,0.416,0.471,FALSE,FALSE,TRUE,2,"Glutaredoxin-2, mitochondrial"
"GLRX3","O76003",-0.552,0.00768,0.0191,FALSE,FALSE,FALSE,0,"Glutaredoxin-3"
"GLS","O94925-3",-0.377,0.198,0.249,FALSE,FALSE,FALSE,0,"Glutaminase kidney isoform, mitochondrial"
"glsA1","P77454",0.724,0.00113,0.00515,FALSE,FALSE,FALSE,0,"Glutaminase 1"
"GLT25D1","Q8NBJ5",-0.302,0.0696,0.104,FALSE,FALSE,FALSE,0,"Procollagen galactosyltransferase 1"
"gltI","P37902",0.631,0.0088,0.0211,FALSE,FALSE,FALSE,0,"Glutamate/aspartate periplasmic-binding protein"
"GLTP","F5GZ49",0.784,0.271,0.327,FALSE,FALSE,TRUE,4,"Glycolipid transfer protein"
"GLUD1","F5GYQ4",-0.715,0.00548,0.015,FALSE,FALSE,FALSE,0,"Glutamate dehydrogenase;Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial"
"gluQ","P27305",0.488,0.0248,0.0459,FALSE,FALSE,TRUE,1,"Glutamyl-Q tRNA(Asp) synthetase"
"GLYR1","Q49A26-3",-0.323,0.209,0.261,FALSE,FALSE,FALSE,0,"Putative oxidoreductase GLYR1"
"GMDS","E9PI88",-0.447,0.0271,0.0492,FALSE,FALSE,FALSE,0,"GDP-mannose 4,6 dehydratase"
"gmhB","P63228",2.14,0.15,0.197,FALSE,FALSE,TRUE,1,"D,D-heptose 1,7-bisphosphate phosphatase"
"GMPPA","Q96IJ6",-0.882,0.0911,0.13,FALSE,FALSE,FALSE,0,"Mannose-1-phosphate guanyltransferase alpha"
"GMPPB","Q9Y5P6",-0.73,0.434,0.489,FALSE,FALSE,TRUE,1,"Mannose-1-phosphate guanyltransferase beta"
"GMPS","P49915",-0.482,0.026,0.0476,FALSE,FALSE,FALSE,0,"GMP synthase [glutamine-hydrolyzing]"
"GNA13","Q14344",-0.479,0.374,0.429,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein subunit alpha-13"
"GNAI2","P04899",-0.137,0.547,0.598,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(i) subunit alpha-2;Guanine nucleotide-binding protein G(i) subunit alpha-1"
"GNAS","P63092-3",-0.373,0.044,0.0718,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas"
"GNB1","P62873",-0.171,0.387,0.443,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"GNB2L1","P63244",-0.709,0.00072,0.00391,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein subunit beta-2-like 1"
"GNL1","B4DWZ0",-0.564,0.0197,0.0386,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein-like 1"
"GNL2","Q13823",-0.311,0.329,0.385,FALSE,FALSE,FALSE,0,"Nucleolar GTP-binding protein 2"
"GNL3","Q9BVP2-2",-0.525,0.0389,0.0651,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein-like 3"
"GNL3L","Q9NVN8",0.116,0.525,0.576,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein-like 3-like protein"
"GNMT","Q14749",-1.05,0.132,0.176,FALSE,FALSE,TRUE,4,"Glycine N-methyltransferase"
"GNPAT","Q5TBH8",-0.728,0.0272,0.0493,FALSE,FALSE,TRUE,1,"Dihydroxyacetone phosphate acyltransferase"
"GNPDA1","P46926",-0.382,0.0566,0.0877,FALSE,FALSE,FALSE,0,"Glucosamine-6-phosphate isomerase 1"
"GNPNAT1","Q96EK6",0.468,0.0107,0.0244,FALSE,FALSE,FALSE,0,"Glucosamine 6-phosphate N-acetyltransferase"
"GNS","F5H260",-0.463,0.111,0.153,FALSE,FALSE,FALSE,0,"N-acetylglucosamine-6-sulfatase"
"gnsA","P0AC92",1.97,0.132,0.176,FALSE,FALSE,FALSE,0,"Protein gnsA"
"gnsB","P77695",0.844,0.00131,0.0057,FALSE,FALSE,FALSE,0,"Protein gnsB"
"GOLGA2","Q08379",-0.509,0.71,0.749,FALSE,FALSE,TRUE,1,"Golgin subfamily A member 2"
"GOLGA4","H0Y6I0",0.187,0.603,0.651,FALSE,FALSE,FALSE,0,"Golgin subfamily A member 4"
"GOLGB1","Q14789",-0.977,0.303,0.359,FALSE,FALSE,TRUE,1,"Golgin subfamily B member 1"
"GOLPH3","F5H7W9",-0.0817,0.907,0.923,FALSE,FALSE,FALSE,0,"Golgi phosphoprotein 3"
"GOLT1B","G3V1U5",0.466,0.32,0.376,FALSE,FALSE,FALSE,0,"Vesicle transport protein GOT1B"
"GON4L","Q3T8J9-2",-0.68,0.012,0.0265,FALSE,FALSE,FALSE,0,"GON-4-like protein"
"GOPC","Q9HD26-2",0.109,0.727,0.764,FALSE,FALSE,FALSE,0,"Golgi-associated PDZ and coiled-coil motif-containing protein"
"GORASP2","Q9H8Y8-2",-0.294,0.245,0.301,FALSE,FALSE,FALSE,0,"Golgi reassembly-stacking protein 2"
"GOT1","P17174",-0.625,0.00221,0.008,FALSE,FALSE,FALSE,0,"Aspartate aminotransferase, cytoplasmic;Aspartate aminotransferase"
"GOT2","P00505",-0.575,0.00253,0.00882,FALSE,FALSE,FALSE,0,"Aspartate aminotransferase, mitochondrial;Aspartate aminotransferase"
"GPAA1","O43292-2",-0.492,0.102,0.143,FALSE,FALSE,FALSE,0,"Glycosylphosphatidylinositol anchor attachment 1 protein"
"GPATCH4","E9PPY4",2.23,0.0608,0.0931,FALSE,FALSE,TRUE,4,"G patch domain-containing protein 4"
"GPD1L","Q8N335",-0.663,0.056,0.087,FALSE,FALSE,FALSE,0,"Glycerol-3-phosphate dehydrogenase 1-like protein"
"GPD2","P43304-2",0.33,0.219,0.271,FALSE,FALSE,FALSE,0,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
"GPI","P06744",-0.511,0.00377,0.0115,FALSE,FALSE,FALSE,0,"Glucose-6-phosphate isomerase"
"GPKOW","Q92917",-0.458,0.0467,0.0752,FALSE,FALSE,FALSE,0,"G patch domain and KOW motifs-containing protein"
"GPN1","Q9HCN4",-0.0625,0.805,0.834,FALSE,FALSE,FALSE,0,"GPN-loop GTPase 1"
"GPS1","Q13098-5",-0.557,0.00604,0.016,FALSE,FALSE,FALSE,0,"COP9 signalosome complex subunit 1"
"gpsA","P0A6S7",0.995,0.00058,0.00345,FALSE,FALSE,FALSE,0,"Glycerol-3-phosphate dehydrogenase [NAD(P)+]"
"GPX1","P07203",-0.92,0.0186,0.0368,FALSE,FALSE,FALSE,0,"Glutathione peroxidase 1"
"GPX8","Q8TED1",-0.86,0.0359,0.0612,FALSE,FALSE,FALSE,0,"Probable glutathione peroxidase 8;Glutathione peroxidase"
"GRAMD1B","E9PRD6",-0.849,0.00492,0.0139,FALSE,FALSE,FALSE,0,"GRAM domain-containing protein 1B"
"GRB2","P62993",-0.661,0.00908,0.0216,FALSE,FALSE,FALSE,0,"Growth factor receptor-bound protein 2"
"grcA","P68066",0.977,0.00056,0.00337,FALSE,FALSE,FALSE,0,"Autonomous glycyl radical cofactor"
"GRHPR","Q9UBQ7",-0.574,0.11,0.152,FALSE,FALSE,FALSE,0,"Glyoxylate reductase/hydroxypyruvate reductase"
"GRPEL1","Q9HAV7",-0.627,0.147,0.194,FALSE,FALSE,FALSE,0,"GrpE protein homolog 1, mitochondrial;GrpE protein homolog"
"GRSF1","Q12849",-0.545,0.0506,0.0802,FALSE,FALSE,FALSE,0,"G-rich sequence factor 1"
"GRWD1","Q9BQ67",-0.569,0.0125,0.0274,FALSE,FALSE,FALSE,0,"Glutamate-rich WD repeat-containing protein 1"
"grxA","P68688",1.93,0.0415,0.0686,FALSE,FALSE,TRUE,4,"Glutaredoxin-1"
"GSE1","Q14687-2",-0.249,0.591,0.64,FALSE,FALSE,TRUE,2,"Genetic suppressor element 1"
"gshB","P04425",0.894,0.00299,0.00985,FALSE,FALSE,FALSE,0,"Glutathione synthetase"
"GSPT1","P15170-2",-0.587,0.0163,0.0332,FALSE,FALSE,FALSE,0,"Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B"
"GSR","P00390-2",-0.828,0.00203,0.00756,FALSE,FALSE,FALSE,0,"Glutathione reductase, mitochondrial"
"GSS","P48637",-0.251,0.167,0.216,FALSE,FALSE,FALSE,0,"Glutathione synthetase"
"GSTK1","Q9Y2Q3",-0.22,0.175,0.224,FALSE,FALSE,FALSE,0,"Glutathione S-transferase kappa 1"
"GSTM3","P21266",-0.283,0.118,0.161,FALSE,FALSE,FALSE,0,"Glutathione S-transferase Mu 3"
"GSTO1","P78417",-0.535,0.00406,0.0121,FALSE,FALSE,FALSE,0,"Glutathione S-transferase omega-1"
"GTF2E1","P29083",-0.436,0.683,0.724,FALSE,FALSE,TRUE,1,"General transcription factor IIE subunit 1"
"GTF2E2","P29084",-0.0328,0.967,0.973,FALSE,FALSE,TRUE,1,"Transcription initiation factor IIE subunit beta"
"GTF2F1","P35269",-0.0979,0.541,0.592,FALSE,FALSE,FALSE,0,"General transcription factor IIF subunit 1"
"GTF2F2","P13984",-0.629,0.0111,0.0249,FALSE,FALSE,FALSE,0,"General transcription factor IIF subunit 2"
"GTF2H1","P32780",-0.371,0.286,0.342,FALSE,FALSE,FALSE,0,"General transcription factor IIH subunit 1"
"GTF2H3","F5GWD3",0.264,0.147,0.194,FALSE,FALSE,FALSE,0,"General transcription factor IIH subunit 3"
"GTF2H4","Q92759",-0.485,0.0545,0.0853,FALSE,FALSE,FALSE,0,"General transcription factor IIH subunit 4"
"GTF2I","P78347-2",-0.659,0.000796,0.00417,FALSE,FALSE,FALSE,0,"General transcription factor II-I"
"GTF3C1","Q12789-3",-0.625,0.00578,0.0155,FALSE,FALSE,FALSE,0,"General transcription factor 3C polypeptide 1"
"GTF3C2","Q8WUA4",-0.424,0.0269,0.049,FALSE,FALSE,FALSE,0,"General transcription factor 3C polypeptide 2"
"GTF3C3","Q9Y5Q9",-0.759,0.00211,0.00778,FALSE,FALSE,FALSE,0,"General transcription factor 3C polypeptide 3"
"GTF3C4","Q9UKN8",-0.359,0.0294,0.0524,FALSE,FALSE,FALSE,0,"General transcription factor 3C polypeptide 4"
"GTF3C5","Q9Y5Q8-2",-0.737,0.0162,0.0331,FALSE,FALSE,FALSE,0,"General transcription factor 3C polypeptide 5"
"GTPBP1","O00178",-0.381,0.0822,0.119,FALSE,FALSE,FALSE,0,"GTP-binding protein 1"
"GTPBP10","A4D1E9",-0.245,0.133,0.178,FALSE,FALSE,FALSE,0,"GTP-binding protein 10"
"GTPBP2","Q9BX10-4",-0.454,0.0257,0.0471,FALSE,FALSE,FALSE,0,"GTP-binding protein 2"
"GTPBP4","B7Z7A3",-0.918,0.00172,0.00677,FALSE,FALSE,FALSE,0,"Nucleolar GTP-binding protein 1"
"GUK1","Q16774",0.22,0.361,0.417,FALSE,FALSE,FALSE,0,"Guanylate kinase"
"GUSB","P08236-2",0.21,0.426,0.481,FALSE,FALSE,FALSE,0,"Beta-glucuronidase"
"H1FX","Q92522",-0.464,0.0242,0.0451,FALSE,FALSE,FALSE,0,"Histone H1x"
"H2AFV","Q71UI9",-0.464,0.0734,0.108,FALSE,FALSE,FALSE,0,"Histone H2A.V;Histone H2A.Z;Histone H2A"
"H2AFY","O75367-2",0.124,0.867,0.888,FALSE,FALSE,FALSE,0,"Core histone macro-H2A.1;Histone H2A"
"H3BN98","H3BN98",-0.406,0.101,0.141,FALSE,FALSE,FALSE,0,""
"H3F3A","P84243",-0.512,0.158,0.206,FALSE,FALSE,FALSE,0,"Histone H3.3;Histone H3;Histone H3.1t;Histone H3.3C"
"H7C455","H7C455",-0.702,0.107,0.148,FALSE,FALSE,FALSE,0,""
"HACL1","B4DXI5",-0.418,0.131,0.175,FALSE,FALSE,FALSE,0,"2-hydroxyacyl-CoA lyase 1"
"HADH","Q16836",0.147,0.253,0.309,FALSE,FALSE,FALSE,0,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"HADHA","P40939",-0.492,0.0075,0.0188,FALSE,FALSE,FALSE,0,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase"
"HADHB","B4E2W0",-0.509,0.00454,0.0131,FALSE,FALSE,FALSE,0,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase"
"HARS","D6REN6",-0.549,0.0182,0.0362,FALSE,FALSE,FALSE,0,"Histidine--tRNA ligase, cytoplasmic"
"HARSL","B4DDY8",-0.244,0.401,0.456,FALSE,FALSE,TRUE,2,"Probable histidine--tRNA ligase, mitochondrial"
"HAT1","O14929-2",-0.116,0.637,0.681,FALSE,FALSE,FALSE,0,"Histone acetyltransferase type B catalytic subunit"
"HBA1","P69905",-0.944,0.62,0.666,FALSE,FALSE,TRUE,2,"Hemoglobin subunit alpha"
"HBS1L","Q9Y450-4",-0.728,0.00073,0.00394,FALSE,FALSE,FALSE,0,"HBS1-like protein"
"HCFC1","P51610",-0.681,0.00112,0.00514,FALSE,FALSE,FALSE,0,"Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6"
"HCFC2","Q9Y5Z7",-0.959,0.105,0.145,FALSE,FALSE,TRUE,1,"Host cell factor 2"
"HDAC1","Q13547",-0.2,0.231,0.286,FALSE,FALSE,FALSE,0,"Histone deacetylase 1"
"HDAC2","Q92769",-0.71,0.0339,0.0585,FALSE,FALSE,FALSE,0,"Histone deacetylase 2;Histone deacetylase"
"HDAC3","O15379",-0.624,0.15,0.197,FALSE,FALSE,FALSE,0,"Histone deacetylase 3"
"hdeA","P0AES9",0.91,0.00149,0.00615,FALSE,FALSE,FALSE,0,"Acid stress chaperone HdeA"
"hdeB","P0AET2",0.982,0.000206,0.00188,FALSE,FALSE,FALSE,0,"Acid stress chaperone HdeB"
